COMPUESTO,Fórmula,Nomenclatura Tradicional,Nomenclatura de Stock,Nomenclatura Sistemática
Sal ácida,Fe(HSe)₃,Seleniuro ácido férrico,Hidrogenoseleniuro de hierro(III),Tris(hidrogenoseleniuro) de hierro
Sal ácida,Ga(HSe)₃,Seleniuro ácido gálico,Hidrogenoseleniuro de galio,Tris(hidrogenoseleniuro) de galio
Sal ácida,In(HSe)₃,Seleniuro ácido índico,Hidrogenoseleniuro de indio,Tris(hidrogenoseleniuro) de indio
Sal ácida,Mn(HSe)₃,Seleniuro ácido mangánico,Hidrogenoseleniuro de manganeso(III),Tris(hidrogenoseleniuro) de manganeso
Sal ácida,Ni(HSe)₃,Seleniuro ácido niquélico,Hidrogenoseleniuro de níquel(III),Tris(hidrogenoseleniuro) de níquel
Sal ácida,Sc(HSe)₃,Seleniuro ácido escandico,Hidrogenoseleniuro de escandio,Tris(hidrogenoseleniuro) de escandio
Sal ácida,Ti(HSe)₄,Seleniuro ácido titánico,Hidrogenoseleniuro de titanio(IV),Tetrakis(hidrogenoseleniuro) de titanio
Sal ácida,Tl(HSe)₃,Seleniuro ácido tálico,Hidrogenoseleniuro de talio(III),Tris(hidrogenoseleniuro) de talio
Sal ácida,V(HSe)₃,Seleniuro ácido vanadoso,Hidrogenoseleniuro de vanadio(III),Tris(hidrogenoseleniuro) de vanadio
Sal ácida,Mn(HSe)₄,Seleniuro ácido permangánico,Hidrogenoseleniuro de manganeso(IV),Tetrakis(hidrogenoseleniuro) de manganeso
Sal ácida,Pb(HSe)₄,Seleniuro ácido plúmbico,Hidrogenoseleniuro de plomo(IV),Tetrakis(hidrogenoseleniuro) de plomo
Sal ácida,Pd(HSe)₄,Seleniuro ácido paládico,Hidrogenoseleniuro de paladio(IV),Tetrakis(hidrogenoseleniuro) de paladio
Sal ácida,Pt(HSe)₄,Seleniuro ácido platínico,Hidrogenoseleniuro de platino(IV),Tetrakis(hidrogenoseleniuro) de platino
Sal ácida,Sn(HSe)₄,Seleniuro ácido estánnico,Hidrogenoseleniuro de estaño(IV),Tetrakis(hidrogenoseleniuro) de estaño
Sal ácida,V(HSe)₄,Seleniuro ácido vanádico,Hidrogenoseleniuro de vanadio(IV),Tetrakis(hidrogenoseleniuro) de vanadio
Sal ácida,V(HSe)₅,Seleniuro ácido pervanádico,Hidrogenoseleniuro de vanadio(V),Pentakis(hidrogenoseleniuro) de vanadio
Sal ácida,Cr(HSe)₆,Seleniuro ácido percómico,Hidrogenoseleniuro de cromo(VI),Hexakis(hidrogenoseleniuro) de cromo
Sal ácida,AgHTe,Telururo ácido argéntico,Hidrogenotelururo de plata,Hidrogenotelururo de plata
Sal ácida,AuHTe,Telururo ácido auroso,Hidrogenotelururo de oro(I),Hidrogenotelururo de oro
Sal ácida,CsHTe,Telururo ácido césico,Hidrogenotelururo de cesio,Hidrogenotelururo de cesio
Sal ácida,CuHTe,Telururo ácido cuproso,Hidrogenotelururo de cobre(I),Hidrogenotelururo de cobre
Sal ácida,FrHTe,Telururo ácido fráncico,Hidrogenotelururo de francio,Hidrogenotelururo de francio
Sal ácida,Hg₂(HTe)₂,Telururo ácido mercurioso,Hidrogenotelururo de mercurio(I),Bis(hidrogenotelururo) de dimercurio
Sal ácida,KHTe,Telururo ácido potásico,Hidrogenotelururo de potasio,Hidrogenotelururo de potasio
Sal ácida,LiHTe,Telururo ácido lítico,Hidrogenotelururo de litio,Hidrogenotelururo de litio
Sal ácida,NaHTe,Telururo ácido sódico,Hidrogenotelururo de sodio,Hidrogenotelururo de sodio
Sal ácida,RbHTe,Telururo ácido rubídico,Hidrogenotelururo de rubidio,Hidrogenotelururo de rubidio
Sal ácida,TlHTe,Telururo ácido talioso,Hidrogenotelururo de talio(I),Hidrogenotelururo de talio
Sal ácida,Ba(HTe)₂,Telururo ácido bárico,Hidrogenotelururo de bario,Bis(hidrogenotelururo) de bario
Sal ácida,Be(HTe)₂,Telururo ácido berílico,Hidrogenotelururo de berilio,Bis(hidrogenotelururo) de berilio
Sal ácida,Ca(HTe)₂,Telururo ácido cálcico,Hidrogenotelururo de calcio,Bis(hidrogenotelururo) de calcio
Sal ácida,Cd(HTe)₂,Telururo ácido cádmico,Hidrogenotelururo de cadmio,Bis(hidrogenotelururo) de cadmio
Sal ácida,Co(HTe)₂,Telururo ácido cobaltoso,Hidrogenotelururo de cobalto(II),Bis(hidrogenotelururo) de cobalto
Sal ácida,Cr(HTe)₂,Telururo ácido cromoso,Hidrogenotelururo de cromo(II),Bis(hidrogenotelururo) de cromo
Sal ácida,Cu(HTe)₂,Telururo ácido cúprico,Hidrogenotelururo de cobre(II),Bis(hidrogenotelururo) de cobre
Sal ácida,Fe(HTe)₂,Telururo ácido ferroso,Hidrogenotelururo de hierro(II),Bis(hidrogenotelururo) de hierro
Sal ácida,Hg(HTe)₂,Telururo ácido mercúrico,Hidrogenotelururo de mercurio(II),Bis(hidrogenotelururo) de mercurio
Sal ácida,Mg(HTe)₂,Telururo ácido magnésico,Hidrogenotelururo de magnesio,Bis(hidrogenotelururo) de magnesio
Sal ácida,Mn(HTe)₂,Telururo ácido manganoso,Hidrogenotelururo de manganeso(II),Bis(hidrogenotelururo) de manganeso
Sal ácida,Ni(HTe)₂,Telururo ácido niqueloso,Hidrogenotelururo de níquel(II),Bis(hidrogenotelururo) de níquel
Sal ácida,Pb(HTe)₂,Telururo ácido plumboso,Hidrogenotelururo de plomo(II),Bis(hidrogenotelururo) de plomo
Sal ácida,Pd(HTe)₂,Telururo ácido paladioso,Hidrogenotelururo de paladio(II),Bis(hidrogenotelururo) de paladio
Sal ácida,Pt(HTe)₂,Telururo ácido platinoso,Hidrogenotelururo de platino(II),Bis(hidrogenotelururo) de platino
Sal ácida,Ra(HTe)₂,Telururo ácido radico,Hidrogenotelururo de radio,Bis(hidrogenotelururo) de radio
Sal ácida,Sn(HTe)₂,Telururo ácido estannoso,Hidrogenotelururo de estaño(II),Bis(hidrogenotelururo) de estaño
Sal ácida,Sr(HTe)₂,Telururo ácido estróntico,Hidrogenotelururo de estroncio,Bis(hidrogenotelururo) de estroncio
Sal ácida,Ti(HTe)₂,Telururo ácido hipotitanioso,Hidrogenotelururo de titanio(II),Bis(hidrogenotelururo) de titanio
Sal ácida,V(HTe)₂,Telururo ácido hipovanadoso,Hidrogenotelururo de vanadio(II),Bis(hidrogenotelururo) de vanadio
Sal ácida,Zn(HTe)₂,Telururo ácido cíncico,Hidrogenotelururo de cinc,Bis(hidrogenotelururo) de cinc
Sal ácida,Al(HTe)₃,Telururo ácido alumínico,Hidrogenotelururo de aluminio,Tris(hidrogenotelururo) de aluminio
Sal ácida,Au(HTe)₃,Telururo ácido áurico,Hidrogenotelururo de oro(III),Tris(hidrogenotelururo) de oro
Sal ácida,Co(HTe)₃,Telururo ácido cobáltico,Hidrogenotelururo de cobalto(III),Tris(hidrogenotelururo) de cobalto
Sal ácida,Cr(HTe)₃,Telururo ácido crómico,Hidrogenotelururo de cromo(III),Tris(hidrogenotelururo) de cromo
Sal ácida,Fe(HTe)₃,Telururo ácido férrico,Hidrogenotelururo de hierro(III),Tris(hidrogenotelururo) de hierro
Sal ácida,Ga(HTe)₃,Telururo ácido gálico,Hidrogenotelururo de galio,Tris(hidrogenotelururo) de galio
Sal ácida,In(HTe)₃,Telururo ácido índico,Hidrogenotelururo de indio,Tris(hidrogenotelururo) de indio
Sal ácida,Mn(HTe)₃,Telururo ácido mangánico,Hidrogenotelururo de manganeso(III),Tris(hidrogenotelururo) de manganeso
Sal ácida,Ni(HTe)₃,Telururo ácido niquélico,Hidrogenotelururo de níquel(III),Tris(hidrogenotelururo) de níquel
Sal ácida,Sc(HTe)₃,Telururo ácido escandico,Hidrogenotelururo de escandio,Tris(hidrogenotelururo) de escandio
Sal ácida,Ti(HTe)₄,Telururo ácido titánico,Hidrogenotelururo de titanio(IV),Tetrakis(hidrogenotelururo) de titanio
Sal ácida,Tl(HTe)₃,Telururo ácido tálico,Hidrogenotelururo de talio(III),Tris(hidrogenotelururo) de talio
Sal ácida,V(HTe)₃,Telururo ácido vanadoso,Hidrogenotelururo de vanadio(III),Tris(hidrogenotelururo) de vanadio
Sal ácida,Mn(HTe)₂,Telururo ácido permangánico,Hidrogenotelururo de manganeso(IV),Tetrakis(hidrogenotelururo) de manganeso
Sal ácida,Pb(HTe)₂,Telururo ácido plúmbico,Hidrogenotelururo de plomo(IV),Tetrakis(hidrogenotelururo) de plomo
Sal ácida,Pd(HTe)₂,Telururo ácido paládico,Hidrogenotelururo de paladio(IV),Tetrakis(hidrogenotelururo) de paladio
Sal ácida,Pt(HTe)₂,Telururo ácido platínico,Hidrogenotelururo de platino(IV),Tetrakis(hidrogenotelururo) de platino
Sal ácida,Sn(HTe)₂,Telururo ácido estánnico,Hidrogenotelururo de estaño(IV),Tetrakis(hidrogenotelururo) de estaño
Sal ácida,V(HTe)₂,Telururo ácido vanádico,Hidrogenotelururo de vanadio(IV),Tetrakis(hidrogenotelururo) de vanadio
Sal ácida,V(HTe)₅,Telururo ácido pervanádico,Hidrogenotelururo de vanadio(V),Pentakis(hidrogenotelururo) de vanadio
Sal ácida,Cr(HTe)₃,Telururo ácido percómico,Hidrogenotelururo de cromo(VI),Hexakis(hidrogenotelururo) de cromo
